35613,AL,20546,10175,10371,49.52,50.48,7459,3132,4327,41.99,58.01,76.936,0.525,267.052
35614,AL,7456,2257,5199,30.27,69.73,3274,941,2333,28.74,71.26,63.593,2.294,117.245
35615,AL,68,0,68,0.00,100.00,41,0,41,0.00,100.00,0.701,0.004,97.037
35616,AL,4043,0,4043,0.00,100.00,2116,0,2116,0.00,100.00,210.957,13.952,19.165
35618,AL,1870,0,1870,0.00,100.00,973,0,973,0.00,100.00,45.996,0.332,40.656
35619,AL,5135,0,5135,0.00,100.00,2179,0,2179,0.00,100.00,130.137,0.539,39.458
35620,AL,8868,491,8377,5.54,94.46,3628,184,3444,5.07,94.93,108.858,1.631,81.464
35621,AL,2852,0,2852,0.00,100.00,1220,0,1220,0.00,100.00,45.848,0.161,62.205
35622,AL,7388,0,7388,0.00,100.00,3022,0,3022,0.00,100.00,96.717,0.321,76.388
35630,AL,32629,32499,130,99.60,0.40,16672,16613,59,99.65,0.35,25.104,4.142,1299.744
35633,AL,20877,8266,12611,39.59,60.41,9100,3467,5633,38.10,61.90,208.971,13.852,99.904
35634,AL,9711,3326,6385,34.25,65.75,4362,1425,2937,32.67,67.33,61.671,3.477,157.465
35640,AL,24267,13484,10783,55.57,44.43,10378,5770,4608,55.60,44.40,109.841,1.114,220.928
35643,AL,2941,0,2941,0.00,100.00,1306,0,1306,0.00,100.00,80.676,16.749,36.455
35645,AL,14060,2917,11143,20.75,79.25,5972,1281,4691,21.45,78.55,86.272,6.922,162.973
35646,AL,4635,0,4635,0.00,100.00,2160,0,2160,0.00,100.00,93.662,0.412,49.487
35647,AL,1030,0,1030,0.00,100.00,454,0,454,0.00,100.00,23.593,0.163,43.657
35648,AL,3635,0,3635,0.00,100.00,1646,0,1646,0.00,100.00,58.105,0.135,62.559
35649,AL,68,0,68,0.00,100.00,33,0,33,0.00,100.00,2.217,1.110,30.670
35650,AL,13971,2919,11052,20.89,79.11,6139,1385,4754,22.56,77.44,211.592,1.320,66.028
35651,AL,1312,0,1312,0.00,100.00,580,0,580,0.00,100.00,53.714,0.269,24.426
35652,AL,8190,0,8190,0.00,100.00,4160,0,4160,0.00,100.00,83.886,11.369,97.633
